simposio	ID:609 	Ecología evolutiva y genética de la conservación de plantas dioicas. 	DIVERSIDAD GENÉTICA DE LA PAPAYA SILVESTRE EN MÉXICO  	Carica papaya, diversidad genética, flujo génico, dioicismo, México 	La papaya (Carica papaya) es la tercera fruta tropical de mayor producción a nivel mundial, siendo México el principal país exportador. En su forma silvestre, la papaya se distribuye de manera natural en las selvas tropicales y sub-tropicales de México. En estado natural, C. papaya es un árbol raro, de corta vida y rápido crecimiento, asociado a claros o sitios con disturbio. Las principales diferencias entre la papaya silvestre y la cultivada radican en el tamaño del fruto y en su morfología floral. Los frutos silvestres tienen un tamaño comparativamente menor, conteniendo casi sólo semillas y un mesocarpo muy delgado. Asimismo, las poblaciones naturales de papaya son estrictamente dioicas, mientras que en papayas cultivadas se pueden encontrar individuos hermafroditas. Al ser dioicas, son más vulnerables a cambios en su ambiente ya que dependen de la presencia de individuos de ambos sexos y de polinizadores y dispersores para una reproducción exitosa. Durante las últimas décadas, su hábitat natural ha sido altamente fragmentado y deforestado, a pesar de esto, poco se sabe sobre el estado de la diversidad genética de poblaciones silvestres. En este estudio se analizó la diversidad genética de la papaya silvestre en su distribución natural de México con marcadores de ADN nuclear y de cloroplasto. Los resultados preliminares para 19 poblaciones de papaya silvestre sugieren niveles moderados de diversidad genética, siendo menores en la zona de la península de Yucatán. Estimaciones de flujo génico y diferenciación poblacional señalan un bajo flujo génico entre poblaciones y una alta estructuración poblacional, así como varias barreras que impiden el flujo de genes. El dioicismo, su corta vida y el bajo flujo génico detectado en poblaciones silvestres de papaya, comprometen la persistencia de la especie de manera natural, así como su reservorio genético y el potencial evolutivo de esta importante especie. 
simposio	ID:604 	Diversidad funcional: aspectos básicos y aplicaciones en conservación y restauración: 	BUSCANDO PLANTAS ÚTILES PARA RESTAURAR LOS BOSQUES TROPICALES SECOS: UN ENFOQUE FUNCIONAL  	Ecología funcional, Atributos funcionales, Ecofisiología vegetal, Bosques tropicales secos 	Los atributos funcionales de las especies vegetales determinan su éxito en ambientes degradados, así como el papel que juegan las mismas en la recuperación de procesos ecosistémicos de los bosques. Estudiar en detalle las estrategias ecológicas de cada especie para su manejo en restauración resulta una tarea titánica, especialmente en los bosques tropicales. Un enfoque prometedor es el de la ecología funcional, que permite determinar las estrategias ecológicas de las especies con base en la medición de múltiples atributos morfo-fisiológicos, que pueden ser  medidos en muchas especies, y cuyas inferencias pueden ser aplicables a escenarios de restauración presentes y futuros. En este trabajo se presentan los resultados de tres estudios que abarcan la caracterización del contínuo de estrategias funcionales para los árboles del bosque tropical seco, los mecanismos fisiológicos que las soportan y la búsqueda de indicadores fáciles de tales mecanismos y estrategias. Finalmente se discute la utilidad y las limitaciones de dicho enfoque en restauración. 
simposio	ID:616 	Diversidad funcional: aspectos básicos y aplicaciones en conservación y restauración: 	DIVERSIDAD FUNCIONAL DE SEMILLAS Y RESTAURACIÓN ECOLÓGICA  	diversidad funcional, germinación, latencia, semillas 	En torno a la diversidad hay una gran polémica acerca de las características que se deben evaluar para entender la diversidad funcional en los ecosistemas. Dado que ésta se expresa a muchas escalas e implica variaciones en el espacio y en el tiempo, en el caso de las especies y en este trabajo, en particular, de las semillas, primero nos preguntamos el ecosistema y el grupo funcional de las especies de las que provienen, con base en esto podemos realizar estudios de ciencia básica que nos permiten conocer su morfofisiología y partiendo de esto, estudiar como germinan en el campo e identificar sus óptimos fisiológicos y ecológicos para entender cómo se integran al ecosistema. Esto nos permite incorporar el conocimiento sobre la germinación de las especies y el establecimiento de la plántula a estrategias de restauración ecológica. En este trabajo con base en ejemplos concretos mostraremos cómo podría integrarse el conocimiento de la diversidad morfofuncional de las especies, en sus primeras etapas de desarrollo a proyectos de restauración ecológica. Identificar la profundidad de la quiescencia, los requerimientos de la germinación y el rompimiento de la latencia y el establecimiento temprano de la plántula debe partir de las distintas muestras de semillas son poblaciones que presentan una diversidad intrínseca, de la cual debemos conocer su amplitud y cómo reducirla sin pérdida de la capacidad de la plántula para ser exitosa en el ecosistema. La urgente necesidad de revertir el daño que presentan los diversos ecosistemas del país, nos obliga no solo a estudiar un mayor número especies que cumplan funciones clave en los ecosistemas, sino también a integrar la información que tenemos sobre al menos 20 especies, más otros ejemplos de la literatura, para proponer prácticas generalizables que hagan de la restauración ecológica, en sus primeras etapas una práctica exitosa. 
simposio	ID:341 	Diversidad funcional: aspectos básicos y aplicaciones en conservación y restauración: 	EFECTO DE LA PÉRDIDA DE HÁBITAT EN LA DIVERSIDAD FUNCIONAL DE MURCIÉLAGOS EN EL ESTADO DE HIDALGO, MÉXICO  	Deforestación, Phyllostomidae, Mormoopidae, riqueza funcional, equidad funcional, rasgos funcionales. 	La diversidad funcional (DF) se refiere a la variabilidad de los roles funcionales que cumplen las especies dentro de los ecosistemas. Los murciélagos neotropicales juegan papeles importantes a través de su participación en procesos como la dispersión de semillas, la polinización y la depredación de insectos y estos procesos podrían verse afectados por la pérdida de hábitat. El objetivo del estudio fue determinar el efecto de la pérdida de cobertura arbolada sobre la riqueza de especies, la abundancia de individuos y la DF de murciélagos neotropicales. Para ello se seleccionaron seis paisajes que forman un gradiente de pérdida de vegetación arbolada en la región Huasteca del estado de Hidalgo. En cada paisaje se capturaron murciélagos con redes de niebla, se calcularon índices de diversidad funcional, además de la riqueza de especies y abundancia de individuos. Estas medidas se relacionaron con el porcentaje de cobertura arbórea. Se capturó un total de 913 murciélagos de las familias Phyllostomidae y Mormoopidae, pertenecientes a 10 géneros y 12 especies. La equidad funcional y la abundancia de individuos no mostraron una relación con la pérdida de hábitat, pero la riqueza de especies y funcional disminuyó conforme aumentaba la deforestación. La disminución de la diversidad funcional de este grupo puede tener implicaciones en los procesos ecológicos en los que participan en la región Huasteca. 
simposio	ID:992 	Estudios ecológicos en la Sierra de Álamos: la distribución más norteña del bosque tropical seco en América	MONITOREO BIOLÓGICO EN SIERRA DE ÁLAMOS, SU APORTACIÓN A LA CONSERVACIÓN  	Especies Clave, Monitoreo, Area Protegida 	Antecedentes Desde el año 2000 se trabajo un proceso de Planificación para la Conservación de Sitios del ANP, quedando 8 objetos de conservación. En el 2006 se inició el monitoreo de algunos de estos objetos siendo: Cañadas (palma de la virgen), sistema ribereño (nutria), carnívoros (felinos), polinizadores (murciélagos), anfibios, aves (guacamaya, psitácidos). A la fecha se han obtenido una base de datos sobre estos, incluyendo su ubicación. La toma de decisiones respecto de su presencia o ausencia ha sido importante. Objetivos Generar información confiable sobre las especies claves en el ANP que apoyen la planificación de conservación de este sitio. Métodos Mediciones en parcelas de Dioon sonorense, transectos a pie, observaciones directas, trampas-cámaras, captura a través de redes de niebla. Resultados Felinos: Se tiene el registro de la presencia de Puma, Jaguar, Ocelote, Margay y Lince. Nutria: Se tiene 26 sitios georreferenciados con rastros, indicando la presencia de la especie en el ANP. Murciélagos: Se tiene el registro 20 especies de murciélagos; Leptonycteris yerbabuenae y Choeronycteris mexicana encuentran refugios para maternidad en cuevas de la Sierra de Álamos. Anfibios: se tiene el registro de la presencia de 13 especies, las más abundantes son Incilius mazatlanensis y Lithobates magnaocularis. Guacamaya Verde y Psittacidos: Se tiene el registro de presencia en La Labor de Santa Lucia, Choquincahui, Munihuaza, Santa Barbara, Llanos de San Pedro y La Sierra de Álamos. Palma de la Virgen: Se tienen localizadas 20 poblaciones. Conclusiones principales. Se cuenta con base de datos confiable sobre las especies clave que están presentes en el ANP y que han apoyado la conservación de esta Área Protegida. 
simposio	ID:1327 	Estudios ecológicos en la Sierra de Álamos: la distribución más norteña del bosque tropical seco en América	RESERVA MONTE MOJINO: CIENCIA APLICADA A LA CONSERVACIÓN  	Sierra de Álamos, selva baja caducifolia, estudios ecológicos de largo plazo. 	La Reserva Monte Mojino (ReMM) es un proyecto de conservación en el municipio de Álamos, Sonora. Actualmente la ReMM cuenta con una extensión de 5,800 ha y se encuentra dentro del Área de Protección de Flora y Fauna Sierra de Álamos-Río Cuchujaqui. Su objetivo es proteger la distribución continua más norteña de selva baja cauducifolia en América y la cuenca del Río Cuchujaqui en el sur de Sonora. Se utiliza la investigación científica y el conocimiento local. Diversos proyectos de investigación desarrollados dentro de la ReMM proporcionan la información necesaria para tomar las decisiones de manejo correspondiente a la situación actual de la selva, además de que permite proyectar el impacto de las decisiones de manejo y enfrentar retos con mayor certidumbre. Uno de los objetivos a largo plazo de la ReMM es el establecimiento de una estación científica. La ReMM cuenta con infraestructura básica de estancia para investigadores y estudiantes. Actualmente se realizan varios estudios dirigidos por nuestros socios de investigación del Instituto Tecnológico de Sonora, la Universidad Michoacana de San Nicolás de Hidalgo, Universidad de California - Los Ángeles relacionado con estudios poblacionales de plantas, efectos del ganado en el bosque primario, parámetros de medición para cambio climático y caracterización de la cuenca del Río Cuchujaqui. El staff de campo de la ReMM desarrolla monitoreos básicos para establezcer una línea base sobre la biodiversidad de la ReMM. Se realizan censos mensuales de aves registrando anualmente alrededor de 228 especies de aves entre residentes (reproductoras) y migratorias. El estudio más reciente de fototrampeo arroja la presencia de 11 diferentes especies de mamíferos, incluidos 4 de 6 especies de los felinos conocidos en México. Las experiencias de este proyecto pueden apoyar otros esfuerzos de conservación con condiciones y retos similares dentro de la región. 
simposio	ID:1302 	Estudios ecológicos en la Sierra de Álamos: la distribución más norteña del bosque tropical seco en América	ECOLOGÍA DE POBLACIONES Y COMUNIDADES DE ÁRBOLES EN EL BOSQUE SECO DE ÁLAMOS, SONORA  	Conservación y aprovechamiento, recursos forestales no maderables, parcela de 50 hectáreas 	En la Reserva Sierra de Álamos-Río Cuchujaqui se encuentra la distribución mas norteña del bosque seco en el Continente Americano. Éste, representa el segundo tipo de bosque mas importante en el mundo por su extensión, así como uno de los menos estudiados y con mayores amenazas a nivel global. En el suroeste de Sonora, se están desarrollando estudios en ecología de poblaciones y comunidades de plantas. Específicamente, en el primer aspecto nuestros estudios se enfocan a cuatro aspectos de la palma Brahea aculeata : i) Por una parte, se está estudiando la demografía de poblaciones a nivel del paisaje y los factores que determinan su dinámica en el paisaje en una red de 50 parcelas de estudio ii) Dinámica de semillas, incluyendo dispersión, depredación y germinación, que determina la estructura de las poblaciones y la distribución local de la especie iii) Elementos para la restauración de la especie y iv) Experimentos de cosecha y ramoneo de hojas que aporten información ecológica básica para el manejo sustentable de la especie en el área. Por otra parte, se están iniciando estudios sobre la regeneración natural de la selva seca. Por ejemplo, se está generando información básica de la estructura y composición de especies de plantas a lo largo de una cronosecuencia (3-40 años de abandono y bosque maduro), así como la variación en los atributos funcionales de plantas y las variables ambientales que determinan grupos de especies en los distintos estadios de la sucesión. Finalmente, también se está iniciando el establecimiento de una parcela de 50 hectáreas para explorar hipótesis que ayuden entender el mantenimiento de la diversidad arbórea en regiones tropicales y como serán sus cambios bajo escenarios de cambio climático. Este tipo de estudios serán muy importantes en aspectos de conservación y aprovechamiento integral de los recursos en el área. 
simposio	ID:209 	Estudios ecológicos en la Sierra de Álamos: la distribución más norteña del bosque tropical seco en América	ECOLOGÍA Y CONSERVACIÓN DEL BOSQUE TROPICAL CADUCIFOLIO DE ÁLAMOS: NUEVOS RETOS Y OPORTUNIDADES DE INVESTIGACIÓN  	bosque tropical caducifolio, cambio de uso de suelo, eventos climáticos extremos, Sierra de Álamos 	El límite norte de la distribución del bosque tropical caducifolio en America ocurre en el estado de Sonora, México. La estacionalidad en la precipitación y la topografía son determinantes en la ocurrencia y riqueza de especies de origen neártico y neotropical. La diversidad biológica y cultural aunada a la ubicación geográfica de esta región despertó el interés científico internacional y recientemente nacional. Los primeros estudios primordialmente botánicos aportaron el conocimiento científico base para decretar el bosque de Álamos en el sur de Sonora como área natural protegida por el gobierno federal, y posteriormente Reserva de la Biosfera por la UNESCO y sitio Ramsar por esta Convención. Adicionalmente, la iniciativa privada ha establecido la compra de tierras como una estrategia adicional para la protección del bosque. Estas diferentes categorías de protección tienen el objetivo común de conservar la biodiversidad del bosque tropical caducifolio y promover su aprovechamiento sustentable por las comunidades ejidales y privadas locales. Las oportunidades de conservación del bosque de Álamos tienen un alto potencial de sinergia y al mismo un gran reto de conciliación de estrategias de todos los actores involucrados, incluyendo la nueva generación de investigadores. La investigación científica que por décadas se ha realizado en el bosque de Álamos se esta moviendo de la descripción de patrones al entendimiento de procesos ecológicos. Esta información ayudará a identificar y proteger recursos menos visibles del bosque (e.g., servicios ecosistémicos) y establecer un monitoreo a largo plazo para entender la dinámica de este ecosistema que, en su limite norte de distribución neotropical, está sujeto a presión por disturbio antrópico y a eventos climáticos extremos como huracanes, sequías y heladas. 
simposio	ID:418 	Estudios ecológicos en la Sierra de Álamos: la distribución más norteña del bosque tropical seco en América	ESTRUCTURA FORESTAL ENTRE ÁREAS CON Y SIN GANADO EN EL BOSQUE SECO DE SONORA, MÉXICO  	Bosque tropical caducifolio, efectos antropogénicos, ganadería, estructura del bosque, Sonora 	El ganado vacuno (Bos primigenius taurus and B. p. indica) afecta la estructura y la composición de los bosques tropicales caducifolios (BTC), un ecosistema raro y amenazado en Latinoamérica. Sin embargo, existen pocos estudios sobre la magnitud de su impacto y las implicaciones para la conservación. Mi proyecto se trata de dos fenómenos vinculados: (1) el impacto de la ganadería tradicional en la biodiversidad botánica y la estructura del ecosistema, y (2) los comportamientos de alimentación y movimiento de ganado en el BTC. Mi área de estudio es la región de Álamos, Sonora, México, la extensión más norteña del BTC en las Américas, y una región en que la ganadería es un importante elemento tanto económico como cultural. En la primer parte de mi estudio (Fase 1), usé un diseño de cuadrículas emparejadas para investigar el impacto del ganado en la composición de plantas leñosas en el BTC, y cuantificar estos impactos en términos de la biodiversidad observada y la estructura de las comunidades de plantas en el bosque. Encontré que aunque la densidad absoluta o general de tallos entre las áreas con y sin ganado fueron equivalentes, las áreas sin ganado mostraron una mayor abundancia de plantas con tallos entre 10 y 20 mm. La Fase 2, prevista para junio a noviembre de 2015, se enfocará en la influencia de la geomorfología, hidrología, y las defensas de plantas en las decisiones alimentarias y el uso de hábitat del ganado en un ambiente heterogéneo. Este estudio contribuirá a una evaluación ecológica de los impactos a la conservación del BTC en Sonora, y a la sostenibilidad de la ganadería tradicional en la región. 
simposio	ID:1224 	Estudios ecológicos en la Sierra de Álamos: la distribución más norteña del bosque tropical seco en América	OBSERVATORIO ECOHIDROLÓGICO PARA LA ADAPTABILIDAD ANTE EL CAMBIO CLIMÁTICO EN EL BOSQUE TROPICAL SECO DE LA SIERRA DE ALAMOS-RIO CUCHUJAQUI  	Biogeociecias, Carbono, Sonora, Monzón, covarianza de vórtices, MexFlux, factores de emisión, GEI 	"Sistemas de monitoreo multiescalar a largo plazo permiten generar conocimiento mecanístico de los procesos funcionales en ecosistemas e identificar la influencia de la variabilidad climática y cambios sucesionales en estos procesos. Los objetivos de este trabajo son presentar el esquema general del monitoreo multiescalar en un gradiente sucesional de bosque tropical seco (BTS) y mostrar resultados preliminares de mediciones continuas de flujos agua y carbono en el BTS. El área de estudio se encuentra en la reserva privada Monte Mojino, manejada para conservación por Naturaleza y Cultura Sierra Madre A.C., dentro del Área de Protección de Flora y Fauna ""Sierra de Álamos-Río Cuchujaqui"" y contiene un sitio de BTS maduro (no clareo y 6 años libres de pastoreo), un bosque secundario (30 año de regeneración) y un sitio abandonado (6 años después de clareo). En esta reserva se han instalado 3 torres micrometeorológicas que utilizarán la técnica de covarianza de vórtices (eddy covariance) para la estimación del Intercambio Neto de Carbono en el Ecosistema (NEE) y los flujos verticales de vapor de agua (ET). Durante la temporada seca NEE y ET son despreciables, mientras que en la estación húmeda el ecosistema reverdece alcanzando niveles de productividad y NEE comparables con otros bosques tropicales. A la par del monitoreo continuo de gases hemos iniciado la caracterización de la productividad primaria neta con trampas de hojarasca, mediciones de biomasa aérea de la vegetación y los reservorios de carbono en el suelo. Con esta información se espera comprender mejor la contribución relativa de controles rápidos y lentos de la productividad del BTS y servirá para la validación estimaciones de productividad usando sensoria remota y con ello desarrollar mejores planes de manejo ecosistémico en el BTS. "
simposio	ID:862 	Interacciones planta-herbívoro: patrones y procesos en ecosistemas Neotropicales	CANOPY ANT MOSAICS AND HERBIVORE DIVERSITY: COMPARING FORESTS  	dosel, busque seco, Busque Atlantico, insetos herbívoros, hormigas 	Insect guild abundance and species richness´ responses to numerically dominant ant species, seasonality, and canopy structure were analysed in comparison between successional montane and dry tropical rainforests. Samples were taken in wet and dry seasons at three sites that had been subject to different past land use (low, intermediate, and high disturbance). We took two habitat scales (isolate tress crowns and canopy segments) and three categories for numerically dominant ants (presence of only one or more than one species or absence of dominant ant). Preliminary results show that the larger the crown was, the bigger the chance to find herbivores was. Total insect species abundance, sap-sucking species richness, and prey abundance, were higher in the  low disturbance site, where the largest crowns were found, but simpler canopies showed the greatest frequency of dominant ants, and the lowest abundance of chewing insects. Sap-sucking species were more abundant in the low disturbance site but mostly on crowns with dominant ant species. Dominant ant abundance was higher and leaf-chewer species abundance was lower in the high disturbance site. At the canopy scale, sap-sucking and prey species abundance and richness were higher in the low disturbance site, where canopy heterogeneity was the greatest, whereas leaf-chewers did not respond to disturbance at all. Sap-sucking species abundance was higher in areas with a simple ant species dominance. This is the first work to show how canopy insects are concomitantly affected by numerically dominant ants and canopy structure in Atlantic rainforest ecosystem. 
simposio	ID:1303 	Interacciones planta-herbívoro: patrones y procesos en ecosistemas Neotropicales	PATRONES ESPACIO-TEMPORALES Y MECANISMOS QUE DETERMINAN LA DIVERSIDAD DE INSECTOS EN EL DOSEL DE BOSQUES TROPICALES SECOS EN BRASIL  	Planta-herbívoro, Variación temporal, Heterogeneidad, Estratificación, Recursos alimentarios 	La disponibilidad y calidad de los recursos para los herbívoros en los bosques tropicales secos (BTS) varían temporal y espacialmente. Esto afecta de forma diferente a las colonias de los insectos herbívoros en función de las escalas espaciales, con consecuencias en la distribución de los daños en las hojas en estos bosques. Sin embargo, se sabe poco sobre la influencia de estos mecanismos en los insectos herbívoros de los BTSs. El objetivo de este estudio es suplir la falta de conocimiento sobre la diversidad de insectos em los BTSs brasileños. Testamos varias hipótesis para entender la dinámica espacio-temporal de los insectos, a través de medidas de los efectos de la heterogeneidad (la riqueza de especies), la sucesión ecológica, la estacionalidad ambiental y la estratificación vertical en la comunidade de insectos. Los resultados señalan efectos positivos de la riqueza de árboles sobre la riqueza y diversidad beta de los herbívoros, con estratificación vertical y cambios en las estaciones y en la sucesión secundaria. Las alteraciones espaciales y temporales sobre la estrutura de la comunidad de los insectos son determinadas por los cambios en la disponibilidad de recursos y las condiciones climáticas. Encontramos una elevada sincronía entre la producción de hojas al inicio de la estación de lluvias con un aumento en la diversidad de insectos herbívoros. La respuesta diferencial entre las guildas de insectos está probablemente relacionada a los distintos patrones de movilidad y forrajeo. La descripción de estos patrones es fundamental para incrementar el conocimiento sobre las dinámicas estacionales de los BTS y para determinar las estrategias de conservación de estos sistemas. Después de 25-30 años de la regeneración natural, la estructuras de las comunidades de insectos en los estadios intermedios y tardios de sucesión son similares. A pesar de que se requiere más información sobre la regeneración de las 
simposio	ID:64 	Interacciones planta-herbívoro: patrones y procesos en ecosistemas Neotropicales	INFLUENCIA DE LA BIOMASA VEGETAL EN LA DIVERSIDAD Y ABUNDANCIA DE CURCULIONIDAE (COLEPTERA)  	Herbivoria, estacionalidad, factores abioticos, Panama, Barro Colorado, 	Los insectos herbívoros son un sujeto de estudio que nos permite entender mas sobre la diversidad y estacionalidad de los organismos que habitan el bosque tropical. Se han estudiado parte de la ecología de las dos mayores familias de Coleoptera herbívoros (Curculionidae y Cerambycidae). La relación de la fenología de las plantas nos permite tener un mejor conocimiento de relación con los insectos y sus variaciones estacionales. En la dinámica poblacional de los insectos influyen los cambios en las condiciones ambientales y la disponibilidad de recursos. En este estudio se analizó el efecto de los factores bióticos y abióticos en relación a la estacionalidad y diversidad de insectos en especial los Curculionidae y Cerambycidae en el bosque tropical de Panamá, capturados con trampas Malaise durante 10 años. Se utilizó un análisis de varianza con medidas repetidas para determinar la variación en la abundancia y número de especies capturadas entre los años de muestreo, se realizó un análisis de redundancia canónica para determinar la relación entre los Insectos (Curculionidae en algunos casos) con los árboles, así como con los factores abióticos. Se colectó 16709 individuos de la superfamilia Curculionoidea, de estos el 82% perteneciente a la familia Curculionidae. Los resultados muestran una variación significativa de la abundancia y las especies entre los años de estudio y entre los meses. El análisis de redundancia canónica, explicó el 99.3 % de la variación entre la fenología de los árboles en relación a la abundancia y número de especies de curculiónidos. La presencia del pico de mayor producción de frutos de los árboles se presenta en los meses de abril y mayo que coincide con los picos de mayor captura de individuos y especies de Curculionidae. 
simposio	ID:151 	Interacciones planta-herbívoro: patrones y procesos en ecosistemas Neotropicales	PATRONES DE DIVERSIDAD DE INSECTOS INDUCTORES DE AGALLAS: IMPORTANCIA DE LOS FACTORES BIÓTICOS Y ABIÓTICOS EN BOSQUES TROPICALES SECOS Y BOSQUES TEMPLADOS EN MÉXICO 	Insectos inductores de agallas factores bióticos factores abióticos sistemas tropicales y templados 	"Los insectos inductores de agallas son altamente específicos a una especie/género de planta. Los patrones de diversidad de insectos inductores de agallas (IIA) son afectados en diferentes medida por factores bióticos (e.g. diversidad y composición de plantas, complejidad estructural, densidad de plantas, defensa química) y por factores abióticos (e.g. estrés hidrotermal, fertilidad de suelos) a diferentes escalas espacio-temporales. En este trabajo se presentan diferentes estudios que han analizado los efectos de factores bióticos y abióticos sobre la diversidad de IIA en sistemas tropicales y templados de México. La diversidad de IIA se incrementa en sitios de mayor diversidad de plantas, en formas de vida más complejas como los árboles y a mayores densidades de plantas en sistemas tropicales. Por el contrario, la diversidad, frecuencia y densidad de IIA es menor en hábitats con alta fertilidad del suelo en sistemas tropicales. En sistemas templados, la fragmentación de bosques incrementa el vigor de la planta (producción de hojas y cobertura del dosel) aumentando la abundancia de IIA. Además la diversidad de IIA en bosques templados fragmentados es mantenida por la presencia de especies de plantas ""super hospederas"" y árboles aislados. Nuestros resultados sugieren que los factores que mantienen la diversidad de IIA en sistemas tropicales y templados son diferentes. En sistemas tropicales existe una alta especificidad de esta interacción siendo factores como la diversidad y composición de especies de plantas los que más explican la diversidad de IIA. En sistemas templados, la calidad de la planta hospedera y la presencia de árboles aislados y super hospederos son los encargados de mantener la diversidad de IIA "
simposio	ID:227 	Interacciones planta-herbívoro: patrones y procesos en ecosistemas Neotropicales	HERBIVORÍA Y DIVERSIDAD DE LEPIDÓPTEROS EN SITIOS DE RESTAURACIÓN BAJO DIFERENTES TRATAMIENTOS DEL BOSQUE TROPICAL CADUCIFOLIO  	oruga, bosque tropical caducifolio, resiliencia, restauración, herbivoría 	Dado el grado de degradación y perturbación de los ecosistemas tropicales, resulta imperativo además de la conservación de las áreas remanentes, llevar a cabo proyectos de restauración para recuperar la biodiversidad y el funcionamiento de los ecosistemas. La restauración del bosque tropical caducifolio ha estado bajo debate dada su aparente resiliencia, con trabajos que postulan que es suficiente excluir la ganadería para permitir su recuperación mientras que otros señalan que es necesario intervenir activamente para fomentar la sucesión. La evaluación de la restauración generalmente implica la medición del restablecimiento de la cobertura vegetal pero rara vez se evalúa la presencia de invertebrados o de las funciones ecológicas que desempeñan. El presente trabajo evalúa tres experiencias de restauración ecológica del bosque tropical caducifolio mexicano considerando la diversidad de lepidópteros inmaduros y la herbivoría. Las experiencias de restauración se llevaron a cabo en Chamela, Jalisco (2002 y 2016) y en Sierra de Huautla, Morelos (2006) utilizando la exclusión de ganado y siembra directa de árboles nativos como tratamientos experimentales. La evaluación de la diversidad de lepidópteros inmaduros en los tres sitios evidenció que la siembra directa de árboles es una buena estrategia para atraer a estos importantes insectos. La diversidad de lepidópteros presentó diferencias significativas en relación a la especie hospedera (P<0.05), a la exclusión del ganado (Sierra de Huautla; P<0.05) pero no a diferentes tratamientos de acolchado (Chamela; P<0.05). En términos de la función ecológica de herbivoría, no hubo diferencias significativas entre tratamientos (P>0.05) pero si entre especies (P<0.05), y esta relación se mantiene en todos los proyectos. Estos resultados evidencian que la restauración ecológica efectivamente acelera la recuperación de los sitios y permite el establecimiento de los lepidópteros y proveen información para establecer proyectos de restauración efectivos que atraigan insectos para restablecer las funciones ecológicas  como  la herbivoría. 
simposio	ID:246 	Interacciones planta-herbívoro: patrones y procesos en ecosistemas Neotropicales	FLUCTUATING ASYMMETRY AS AN INDICATOR OF ENVIRONMENTAL STRESS AND EFFECTS ON PLANT-HERBIVORE INTERACTIONS  	fluctuating asymmetry, herbivory, insect ecology, plant chemistry, pollution 	Fluctuating Asymmetry (FA) represents small, random variations in characters with bilateral symmetry and is widely used as a tool to measure the developmental instability in plants and animals. Because. Our studies have been conducted in Brazilian plant species to investigate whether FA indicates stressful conditions for plants and whether insects respond to those conditions by altering their diversity or population dynamics. To achieve that, 20 individual plants of several species have been followed over the past 2 years. For four species within Melastomataceae, for example, we have found increased levels of asymmetry in both leaves and flowers under stress but none of the studied species exhibited a positive relationship between FA levels of leaves and flowers at an individual basis (all P>0.05). For these plant species, insects were more abundant in trees with higher asymmetry levels (r2=0.34 to 0.59, all P<0.05) and stressed plants exhibited significantly higher concentrations of leaf nitrogen (F3,76=19.12, P<0.05). In aim to understand if patterns found for these species would also repeat for different plants within the same environment, we investigated FA levels and herbivory rates of Vochysia elyptica, Cecropia pachystachia, Eremanthus erythropapus, Baccharis pseudomyriocephala, Coccoloba cereifera and Macairea radula, in both natural and altered environments. In general, FA was a good predictor of plant stress, as most plant species showed increased levels of asymmetry in altered compared to control habitats. We have also found idiosyncratic responses of insect species and guilds, as leaf miners and some galls exhibited positive relationships with FA levels within an individual plant, whereas chewing and sucking insects tended to be unrelated to asymmetry levels. Our results have shown that fluctuating asymmetry might be used as a good bioindicator of plant stress, but insect responses to FA have to be addressed within a scenario that also evaluates plant chemistry. 
simposio	ID:427 	La Importancia de la Biodiversidad del Suelo. 	DIVERSIDAD Y EVOLUCIÓN EXPERIMENTAL DE BACTERIAS FIJADORAS DE NITRÓGENO DEL SUELO  	Simbiosis; Rhizobium; Genómica; Transcriptómica; Microbiología  Palabras clave: Simbiosis; Rhizobium; Genómica; Transcriptómica; Microbiología 	El nitrógeno (N) es un elemento esencial que se encuentra en concentraciones limitadas en el suelo. Para contender con esta limitación, en la agricultura se utilizan fertilizantes químicos o biofertilizantes basados en bacterias fijadoras de N. En condiciones naturales, las bacterias fijadoras de N proporcionan un servicio ecológico al enriquecer el suelo con este elemento. En particular, los rizobios han merecido especial atención por los niveles altos de fijación de N que alcanzan en los nódulos de las raíces de las plantas leguminosas. Hemos descrito especies nuevas de rizobios nativos de México. Con el objetivo de entender la diversidad y las funciones de fijadores de N en suelo, en especial en la rizósfera de las plantas, se secuenciaron y se analizaron genomas de rizobios filogenéticamente novedosos. Propusimos el término de simbiovar, que se refiere a la especificidad de rizobios por las plantas. Encontramos que la especificidad está ligada a plásmidos o islas simbióticas que pueden transferirse entre rizobios. Por tanto, las filogenias de genes de fijación de N y de nodulación no son congruentes en muchos casos con las filogenias de los genes cromosomales. Mediante análisis filogenómicos hemos identificado distintos linajes y hemos resuelto relaciones evolutivas complejas, difíciles de esclarecer con otros enfoques. Nuestros estudios de genómica funcional muestran que los genes de fijación de N no se expresan significativamente en la rizósfera de las plantas. En cambio, los transcritos de genes que codifican transportadores diversos son muy abundantes. Hemos generado nuevas hipótesis sobre la nutrición, la especificidad y la evolución de bacterias fijadoras de N. Proponemos que es posible seleccionar y generar mejores biofertilizantes mediante evolución experimental. Agradecimientos.
